AF_ARMS_POK_CASS01_00_EXPR	カシウス
AF_ARMS_POK_B_MASA_01_EXPR	能力:物攻・クリティカル率アップ、初期ジュエルアップ（★5進化時）ブラックキラーズ『マサムネ』がジョブ『黒刀姫』のとき装備するとマスターアビリティ『黒式・一紅閃』使用可能(敵に5連続の火属性斬撃攻撃&3ターン攻撃禁止・移動禁止効果&確率でクリティカル発生[射程:4,高低差:2])、ユグドラシルがジョブ『誓約樹神』で装備すると『「魔昇」レゾナンスキラーズ』『新たな始まり』の魔法攻撃力アップを斬撃攻撃力アップに変更&『キル姫との繋がり』の魔法耐性アップを斬撃耐性アップに変更
AF_ARMS_POK_B_MASA_01_FLAVOR	返り血で赤く染まり、怪しげな輝きを放<br>つようになった名刀。斬り捨てた者たち<br>の血と怨念が染み付いた刀は、大罪の業<br>をまとうことで、憤怒の業を背負う存在<br>に、更なる力をもたらす刀となった。
AF_ARMS_POK_B_MASA_01_FILTER_KEYWORD	ファントムオブキル,ファンキル,ブラックキラーズ,黒マサムネ
AF_ARMS_SWORDSTICK_01_EXPR	能力:魔攻・最大ジュエル・治癒力アップ、★5進化時にジョブ『精霊彩師』が装備するとマスターアビリティ『アルフヘイムの風』使用可能(3ターン範囲内の味方の斬撃攻撃力・魔法攻撃力アップ[射程:3,範囲:十字2マス,高低差:2])
AF_ARMS_SWORDSTICK_01_FLAVOR	精霊の国で長い年月をかけて作られた杖<br>剣。精霊との交信を行う者に力を与え、<br>その身を穢れから守ると言われる。所有<br>者がその加護を強く求める時、かの国の<br>扉は開き、優しき風を纏わせるという。
AF_ACCS_CHRISTMAS_2018_EXPR	能力:物防・ノックバック耐性アップ、素早さダウン、★5進化時にマスターアビリティ『スノーチェンジング』使用可能(対象と自身の位置を入れ替える[射程:5,高低差:3])
AF_ACCS_CHRISTMAS_2018_FLAVOR	スロウスシュタインの雑貨屋がクリスマ<br>ス用に限定生産した特注のマフラー。万<br>年雪の国に行っても寒さを凌げる防寒性<br>能と、心を浮き立たせてくれるクリスマ<br>スカラーの可愛さで人気の一品。
AF_ACCS_CHRISTMAS_2018_FILTER_KEYWORD	クリスマス,レイド
AF_ACCS_SNOWDOME_EXPR	能力:物攻・回避率・ジュエル獲得量アップ、★5進化時に双剣・爪装備可能ジョブで装備するとマスターアビリティ『ビーストキラー』使用可能(マップ出現時に自身の魔獣特効補正・単体攻撃属性アップ)
AF_ACCS_SNOWDOME_FLAVOR	雪の精霊であるマールダ族がモチーフの<br>スノードーム。人里に来た彼らの姿を神<br>聖なものと見たことから制作され、それ<br>には人間界のクリスマスに否定的なマー<br>ルダ族も笑みを浮かべたという。
AF_ACCS_SYOU2019_01_EXPR	能力:運アップ、範囲攻撃耐性・単体攻撃耐性ダウン、★5進化時にマスターアビリティ『除災招福』使用可能(マップ出現時に自身の全状態異常耐性アップ)
AF_ACCS_SYOU2019_01_FLAVOR	猪の飾りがついた門松。新年に家の門口<br>に立てることで、邪悪なものを払い、幸<br>福を呼び寄せるとされる。飾られたダタ<br>ラと呼ばれる存在が赤き目を光らせ、邪<br>なる者を遠ざける力のおかげだとか。
AF_ACCS_SYOU2019_01_FILTER_KEYWORD	正月,レイド
AF_ARMS_RAKI_01_EXPR	能力:物攻・魔攻・器用さ・素早さアップ、確率で斬撃攻撃力アップ、ラキナがジョブ『オーダーセイバー』『オーダーガーディアン』で装備するとマスターアビリティ『ネザーキーパー』使用可能(範囲内の対象に2連続の闇属性魔法攻撃&光属性特効&沈黙効果[射程:4,範囲:十字1マス,高低差:2])
AF_ARMS_RAKI_01_FLAVOR	極秘の任務に就いている第七騎士団団長<br>が携行している剣。“傲慢”の力を受け<br>た死者、生者と孤独な戦いを続ける彼女<br>の頼りになる相棒であり、その特殊なる<br>戦いを支える強力な力を持っている。
AF_ARMS_RAKI_01_FILTER_KEYWORD	ラキナ
AF_ACCS_LUST_01_EXPR	能力:風耐性・物攻・刺突攻撃力アップ(★5進化時)、★3進化時にラストがジョブ『色欲のホムンクルス』のときに装備するとマスターアビリティ『色欲「プリワーレ」』使用可能(範囲内の敵に5連続の無区分攻撃&与えたダメージの一部を吸収&対象が状態異常の場合威力アップ[射程:3,範囲:菱形2マス,高低差:2]）
AF_ACCS_LUST_01_FLAVOR	ラストの刺青。指先を伸縮自在な刃に変<br>える際、エネルギーを伝達させる血管の<br>ような役割を担う。その鋭利な刃は凄ま<br>じい貫通力と切れ味を誇り、致命傷を与<br>えることから、最強の矛と呼ばれる。
AF_ACCS_LUST_01_FILTER_KEYWORD	ハガレン,鋼の錬金術師,ラスト
AF_ACCS_SCAR_01_EXPR	能力:物攻・器用さ・命中率アップ、★3進化時にスカーがジョブ『破壊の復讐鬼』のときに装備するとマスターアビリティ『破滅の迅雷』使用可能(敵に4連続の雷属性打撃攻撃&確率でクリティカル発生[射程:2,高低差:2]）
AF_ACCS_SCAR_01_FLAVOR	スカーが普段から着用しているサングラ<br>ス。イシュヴァール人の特徴である赤い<br>瞳と自身の正体を隠す為に身に着けてい<br>る。レンズの奥から強い意志を宿す瞳が<br>対峙する相手を見据えている。
AF_ACCS_SCAR_01_FILTER_KEYWORD	ハガレン,鋼の錬金術師,スカー
AF_ARMS_TS_MELYODAS_01_EXPR	能力:物攻・魔攻・リアクション阻止属性アップ、確率で闇属性ユニットの全攻撃アップ、★3進化時にメリオダスがジョブ『〈ドラゴン・シン〉』のときに装備するとマスターアビリティ『神器解放ロストヴェイン』使用可能(範囲内の対象に自身のHPが減っているほど強力な5連続の闇属性斬撃魔法攻撃[射程:4,範囲:幅3マスの直線,高低差:3])
AF_ARMS_TS_MELYODAS_01_FLAVOR	メリオダスの魔力を最大限に引き出すこ<br>とができる神器と呼ばれる武具。鍔の部<br>分に龍の文様が刻まれている。〈豚の帽<br>子〉亭開業資金の為に質入れされていた<br>が仲間のマーリンにより買い戻された。
AF_ARMS_TS_MELYODAS_01_FILTER_KEYWORD	七つの大罪,メリオダス
AF_ARMS_TS_KING_01_EXPR	能力:魔攻・刺突攻撃力・会心アップ、確率で魔攻アップ、★3進化時にキングがジョブ『〈グリズリー・シン〉』のときに装備するとマスターアビリティ『真・霊槍シャスティフォル』使用可能(敵に光属性の刺突攻撃&闇属性特効&魔人特効[射程:5,高低差:3])
AF_ARMS_TS_KING_01_FLAVOR	キングの魔力を最大限に引き出すことが<br>できる、妖精界の神樹から造られた神器<br>と呼ばれる武具。キングの魔力で十通り<br>の形態に変化させることができ、普段は<br>クッション状態で携行している。
AF_ARMS_TS_KING_01_FILTER_KEYWORD	七つの大罪,キング
AF_ARMS_TS_DIANE_01_EXPR	能力:物攻・打撃攻撃力・物防アップ、確率で物攻アップ、★3進化時にディアンヌがジョブ『〈サーペント・シン〉』のときに装備するとマスターアビリティ『マザー・カタストロフ』使用可能(範囲内の対象に味方の死亡数が多いほど強力な打撃攻撃&浮遊特効[範囲:正方形3マス,高低差:3])
AF_ARMS_TS_DIANE_01_FLAVOR	ディアンヌの魔力を最大限に引き出すこ<br>とができる神器と呼ばれる武具。重量が<br>二千二百ポンドの巨大な大槌で、巨人族<br>だからこそ扱える代物。十年ほど前に一<br>度紛失したが、今は取り戻している。
AF_ARMS_TS_DIANE_01_FILTER_KEYWORD	七つの大罪,ディアンヌ
AF_ACCS_TS_03_EXPR	能力:HP上限・運・暗闇属性アップ、★5進化時に『七つの大罪』コラボユニットが装備するとマスターアビリティ『暴走制御』使用可能(範囲内の対象にジュエルダメージ&3ターン全攻撃ダウン[射程:2,範囲:十字1マス,高低差:2])
AF_ACCS_TS_03_FLAVOR	魔力を抑制することができる魔法具の試<br>作品。どんな服装にも合うシンプルで洒<br>落たブレスレット。試作品とはいえ、ゴ<br>ウセルはこれを身に着けることで魔力を<br>抑え、暴走の制御に成功している。
AF_ACCS_TS_03_FILTER_KEYWORD	七つの大罪,メリオダス,キング,ディアンヌ,バン,ゴウセル,エリザベス,エスカノール,マーリン,ゼルドリス
AF_ACCS_3RDANNIVERSARY_01_EXPR	能力:HP上限・器用さ・運アップ、マスターアビリティ『ブレッシングヒール』使用可能(味方のHPを割合回復[射程:2,高低差:3]）
AF_ACCS_3RDANNIVERSARY_01_FLAVOR	ともに過ごした日々が刻まれしモニュメ<br>ント。戦いの軌跡が装備者を勇気付けて<br>くれる。３年間の感謝と、これからの輝<br>かしい未来への祈りを込めて、ともに戦<br>場を駆ける仲間に贈る特別な一品。
AF_ACCS_MOCA_01_EXPR	能力:素早さ・雷属性耐性・雷属性特効補正アップ、マスターアビリティ『ゲイルグレース』使用可能(3ターン自身の物攻・器用さ・素早さアップ)
AF_ACCS_MOCA_01_FLAVOR	アリーズ族に伝わってきたお守り。彼の<br>一族に古くから伝わる安全祈願のお守り<br>で、風を読む力に長けた女性が一族の未<br>来を想い、新たな石を加えたとされる。<br>その為、加護の双石とも呼ばれている。
AF_ACCS_MOCA_01_FILTER_KEYWORD	ティナ,モカ,タミス,決戦礼装
AF_ARMS_TS_BAN_01_EXPR	能力:物攻・ジュエル獲得量・デバフ耐性アップ、★3進化時にバンがジョブ『〈フォックス・シン〉』のときに装備するとマスターアビリティ『ハンターフェス』使用可能(範囲内の対象の全パラメータを3ターン吸収[範囲:正方形2マス,高低差:2])
AF_ARMS_TS_BAN_01_FLAVOR	バン愛用の武具。手数の多いバンの戦闘<br>スタイルと相性が良い一品。突きや殴打<br>などの近接攻撃だけでなく、高速旋回さ<br>せて薙ぎ払うような攻撃も可能。ちなみ<br>に彼の神器は捜索中で手元にはない。
AF_ARMS_TS_BAN_01_FILTER_KEYWORD	七つの大罪,バン
AF_ARMS_TS_GOUSERU_01_EXPR	能力:魔攻・回避率・ジュエル獲得量アップ、確率で回避率アップ、★3進化時にゴウセルがジョブ『〈ゴート・シン〉』のときに装備するとマスターアビリティ『ガトリングジャック』使用可能(範囲内の対象にランダムHitの3連続光属性射撃魔法攻撃&対象が状態異常の場合威力大幅アップ[射程:4,範囲:菱形2マス,高低差:2])
AF_ARMS_TS_GOUSERU_01_FLAVOR	ゴウセルの魔力を最大限に引き出すこと<br>ができる神器と呼ばれる武具。ゴウセル<br>の身体に埋め込まれた神器は、両腕に光<br>の弓矢を出現させる。放った矢は周囲の<br>人間の精神に干渉する力を持つ。
AF_ARMS_TS_GOUSERU_01_FILTER_KEYWORD	七つの大罪,ゴウセル
AF_ACCS_WAGINAO_01_EXPR	能力:魔攻・素早さ・巨体特効補正・神獣特効補正アップ、ワギナオがジョブ『練精操師』のときに装備するとマスターアビリティ「『光脈』還すは無限」使用可能(敵に光属性の斬撃魔法攻撃&巨体特効&神獣特効[射程:5,高低差:3])
AF_ACCS_WAGINAO_01_FLAVOR	過渡期にあるセフィラの里を訪れた遠き<br>過去をも知る元守り人が身につけていた<br>お守り。彼の慕うふたりの人物の記憶を<br>残す物であり、セフィロンとを結ぶ最後<br>の品。いまだ加護の力を失っていない。
AF_ACCS_WAGINAO_01_FILTER_KEYWORD	カルマ,ワギナオ
AF_ACCS_RAID_01_EXPR	能力:ストップ耐性・クロックダウン耐性・CTダウン耐性アップ、魔法攻撃力ダウン、★5進化時にマスターアビリティ『制約の青光』使用可能(マップ出現時に自身の最大HPアップ&HP上昇分回復&全攻撃ダウン)
AF_ACCS_RAID_01_FLAVOR	異世界の悪と戦い、世界の平和を守った<br>ことを称える勲章のひとつ。飾りの神秘<br>的な青い石は仄かな光を放つ。その光は<br>敵の戦意を喪失させ、自身の生命力を漲<br>らせる力が秘められているという。
AF_ACCS_RAID_01_FILTER_KEYWORD	レイド,七つの大罪
AF_ARMS_BF_LUNA_01_EXPR	能力:物攻・刺突攻撃力・光属性特効補正アップ（★5進化時）、★3進化時にルナリスがジョブ『魔姫神』のときに装備するとマスターアビリティ『タナトス』使用可能(敵に移動後闇属性の刺突攻撃&確率でクリティカル発生&次ターンまで素早さ大幅アップ[射程:7,高低差:2])
AF_ARMS_BF_LUNA_01_FLAVOR	影と魔槍を操る護神十二聖の槍。鍛冶師<br>が闇の中で煌めく石を見つけ、それを使<br>用して作られたと伝えられる。武器に秘<br>められた力はどんな標的も逃さず、彼女<br>にとってなくてはならない大切な槍。
AF_ARMS_BF_LUNA_01_FILTER_KEYWORD	ブレフロ,ブレイブフロンティア,ルナリス
AF_ACCS_2019_WHITEDAY_01_EXPR	能力:女性特効補正・会心・運アップ、男性ユニットが装備するとマスターアビリティ『無償の愛』使用可能(自身のHPを消費して味方のHPを割合回復&対象が女性の場合クロックアップ・HP自動回復・ジュエル自動回復効果[射程:2,高低差:3])
