QE_TM_POT_LIM_LV1	ステージ効果：物攻マイナス補正、魔攻プラス補正
QE_EV_TSP_RANKQUEST_LV_20	攻略のヒント：<br>・『ミリム・ナーヴァ』は「攻撃時に素早さ・クリティカル率・ジュエル自動回復アップ」のサポートアビリティを持っている。<br>・『ディアブロ』は出現時に、永続で自身に叛逆効果を付与する。<br>・『ベニマル』は常時、リアクションアビリティ『鬼緋返し』を強化した状態となっている。<br>・バトル開始時にいる『ヴェルドラ＝テンペスト』は『リムル＝テンペスト（スライムver）』を倒さない限り復活する。また出現時に「2ターンマップ全域の味方に1回までダメージを半減するシールドを張る」の効果があるスキルを使用する。<br>・増援で出現する『リムル＝テンペスト』『シズ』は敵側のユニットのいずれか1体が倒されると、自身を狂化状態にするスキルを使用する。<br>・『リムル＝テンペスト』は出現時に「3ターンマップ全域の味方に1回ダメージを大幅に軽減するシールドを張る(行動時にシールドは復活)」の効果があるスキルを使用する。<br>・『ヒナタ・サカグチ』は出現時に「3ターンマップ全域の光属性以外の敵の光属性耐性大幅ダウンかつ移動力-1&CTアップ・クロックアップ効果無効」の効果があるスキルを使用する。<br><br>マップ効果：プレイヤー側の転スラコラボユニットに「全攻撃大幅アップ&単体攻撃耐性・範囲攻撃耐性・命中率・回避率アップ」

QE_EV_SYOUGATU_CP_2020	エイザンを操作してラットンを倒そう！<br>門松まで進むことが出来れば...
QE_EV_RETURN_WRATH_EX	斬撃攻撃や範囲攻撃はダメージが出づらいので攻撃する際には注意しよう！憤怒の魔人が超強力なリアクションスキルを持っているが命中率はあまり高くない...？敵ユニットの特徴などはイベント詳細を確認しよう！

QE_EV_ADVANCE_DIE_FROHLICHE_NO_01	勝利条件：『カダノバ』のHPを一定値以下に減らす<br>『カダノバ』は倒すことができません。
QE_EV_ADVANCE_DIE_FROHLICHE_NO_02	勝利条件：『ユヴェン』のHPを一定値以下に減らす<br>『ユヴェン』は倒すことができません。
QE_EV_ADVANCE_DIE_FROHLICHE_NO_03	攻略のヒント：『カダノバ』は斬撃と打撃攻撃に対する回避率が高くなっている。斬撃攻撃の『ヴァーニル』とは相性が悪いのでフォローしよう！<br>勝利条件：『カダノバ』のHPを一定値以下に減らす<br>敗北条件：『ヴァーニル』が倒される<br>編成時のリーダーは『ヴァーニル』で固定されており、『ヴァーニル』の使用可能スキルも制限されています。<br>『カダノバ』は倒すことができません。
QE_EV_ADVANCE_DIE_FROHLICHE_NO_04	敗北条件：『ヴァーニル』が倒される
QE_EV_ADVANCE_DIE_FROHLICHE_NO_05	勝利条件：『ニヒル』のHPを一定値以下に減らす
QE_EV_ADVANCE_DIE_FROHLICHE_NO_06	勝利条件：『リル＝ウロボロス』のHPを一定値以下に減らす
QE_EV_ADVANCE_DIE_FROHLICHE_NO_07	勝利条件：『ヴァーニル』のHPを一定値以下に減らす<br>『ソル』は最初から騎乗していて、使用可能スキルが制限されています。
QE_EV_ADVANCE_DIE_FROHLICHE_HA_02	攻略のヒント：『カダノバ』は斬撃と打撃攻撃に対する回避率が高くなっているので注意しよう。
QE_EV_ADVANCE_DIE_FROHLICHE_EX_02	攻略のヒント：『カダノバ』は斬撃と打撃攻撃に対する回避率が高くなっているので注意しよう。

QE_EV_JAM	『ジャム』と『巨大ジャム』:状態異常攻撃<br>『人型ジャム・レンジャー』:状態異常の場合、威力が大幅アップ<br>『人型ジャム・ダークナイト』:出撃後、自分に物攻・魔攻2倍&治癒力ダウン効果[永続]<br>『人型ジャム・ビショップ』:出撃後、敵全員に全攻撃無効バリア(3回)

QE_MULTI_JAM	『ジャム』と『巨大ジャム』:状態異常攻撃<br>『人型ジャム・レンジャー』:状態異常の場合、威力が大幅アップ<br>『人型ジャム・ダークナイト』:出撃後、自分に物攻・魔攻2倍&治癒力ダウン効果[永続]<br>『人型ジャム・ビショップ』:出撃後、敵全員に全攻撃無効バリア(3回)

QE_EV_OGRE	『神鬼』<br>有効な特効：鬼、<強欲><br>特徴：HP吸収スキルを多く持ち、リアクションでも斬撃攻撃以外に対してHP吸収で反撃をする。<br>『剛鬼』<br>有効な特効：鬼、<強欲><br>特徴：出撃後、味方に詠唱時間を延長する『鬼呪縛の叫び』を使う。他にも、『魔落破撃』は斬撃以外の攻撃力ダウン、『大蹂躙』は物防大幅ダウン、『大岩投げ』は治癒力大幅ダウンを付与する。<br>リアクションで、斬撃攻撃以外のダメージを大幅に軽減する。<br>倒すと、敵全体に回復無効を2ターン付与する。<br>『巡回鬼』<br>有効な特効：鬼、<強欲><br>特徴：先制で命中率を上昇させ、水属性と光属性に対して強力な特効を持つスキル『雷流乱星』『闇流乱星』を使用する。

QE_MULTI_OGRE	『神鬼』<br>有効な特効：鬼、<強欲><br>特徴：HP吸収スキルを多く持ち、リアクションでも斬撃攻撃以外に対してHP吸収で反撃をする。<br>『剛鬼』<br>有効な特効：鬼、<強欲><br>特徴：出撃後、味方に詠唱時間を延長する『鬼呪縛の叫び』を使う。他にも、『魔落破撃』は斬撃以外の攻撃力ダウン、『大蹂躙』は物防大幅ダウン、『大岩投げ』は治癒力大幅ダウンを付与する。<br>リアクションで、斬撃攻撃以外のダメージを大幅に軽減する。<br>倒すと、敵全体に回復無効を2ターン付与する。<br>『巡回鬼』<br>有効な特効：鬼、<強欲><br>特徴：先制で命中率を上昇させ、水属性と光属性に対して強力な特効を持つスキル『雷流乱星』『闇流乱星』を使用する。

QE_EV_BEAST	出現する全ての敵ユニットが『魔獣』であり、倒されて数が減っていくほど物攻・魔攻が高くなる。<br>『サイクロプス』は、リアクションアビリティ『魔力吸引』で、菱形5マス以内の魔法ダメージに対し魔攻を100%吸収する。<br>『ゴブリンキャット』のスキル『噛み付く』、『デビル』のスキル『切り裂く』、『レッドウルフ』のスキル『ブラッディバイト』は、それぞれ3ターンの治癒力ダウン効果を持ち、効果は重複する。

QE_MULTI_BEAST	出現する全ての敵ユニットが『魔獣』であり、倒されて数が減っていくほど物攻・魔攻が高くなる。<br>『サイクロプス』は、リアクションアビリティ『魔力吸引』で、菱形5マス以内の魔法ダメージに対し魔攻を100%吸収する。<br>『ゴブリンキャット』のスキル『噛み付く』、『デビル』のスキル『切り裂く』、『レッドウルフ』のスキル『ブラッディバイト』は、それぞれ3ターンの治癒力ダウン効果を持ち、効果は重複する。

QE_EV_4YEARS_01	攻略のヒント：<br>一定の敵を倒すことで、ラットン田崎が開眼し、味方にさまざまな永続効果をかけてくれる。<br>ただし<強欲>だけは、他の5つの扉を開眼してもらわないと発動しないため注意だ。<br>超強力なバフ効果で、最後に登場する今泉P＆タガタメ芸人たちとの戦闘を有利に運ぼう。<br><br>一部の敵は『調整班ラットン』のリアクションを発動させないとまともに攻撃が通らないので、見つけ次第、真っ先に菱形3マス以内から叩いておこう。<br><br><嫉妬>：一定のダメージを無効化するシールド<br><怠惰>：全属性耐性・命中率・リアクション阻止率アップ<br><色欲>：回避率アップ＆ジュエル自動回復効果<br><暴食>：HP上限大幅アップ＆HP上昇分回復<br><憤怒>：全区分攻撃力アップ＆状態異常を無効化<br><強欲>：HP上限以外の全ステータス・詠唱速度大幅アップ
QE_EV_4YEARS_EX	攻略のヒント：<br>一定の敵を倒すことで、ラットン田崎が開眼し、味方にさまざまな永続効果をかけてくれる。<br>ただし<強欲>だけは、他の5つの扉を開眼してもらわないと発動しないため注意だ。<br>超強力なバフ効果で、最後に登場する今泉P＆タガタメ芸人たちとの戦闘を有利に運ぼう。<br><br>一部の敵は『調整班ラットン』のリアクションを発動させないとまともに攻撃が通らないので、見つけ次第、真っ先に菱形3マス以内から叩いておこう。<br><br><嫉妬>：一定のダメージを無効化するシールド<br><怠惰>：全属性耐性・命中率・リアクション阻止率アップ<br><色欲>：回避率アップ＆ジュエル自動回復効果<br><暴食>：HP上限大幅アップ＆HP上昇分回復<br><憤怒>：全区分攻撃力アップ＆状態異常を無効化<br><強欲>：HP上限以外の全ステータス・詠唱速度大幅アップ

QE_EV_CADAQUEST_03	攻略のヒント：『ビートル』はマップの奥にいる『マンドラゴラ』を射程1マスから攻撃し、リアクションを発動させない限り倒すことができない。『ビートル』を倒すことで、それぞれ後ろに設置されているダメージパネルが消滅するぞ。
QE_EV_CADAQUEST_04	攻略のヒント：『ビートル』はマップの奥にいる『マンドラゴラ』を射程1マスから攻撃し、リアクションを発動させない限り倒すことができない。『ビートル』を倒すことで、それぞれ後ろに設置されているダメージパネルが消滅するぞ。
QE_EV_CADAQUEST_05	攻略のヒント：『ビートル』はマップの奥にいる『マンドラゴラ』を射程1マスから攻撃し、リアクションを発動させない限り倒すことができない。『ビートル』を倒すことで、それぞれ後ろに設置されているダメージパネルが消滅するぞ。
QE_MULTI_CADAQUEST_03	攻略のヒント：『ビートル』はマップの奥にいる『マンドラゴラ』を射程1マスから攻撃し、リアクションを発動させない限り倒すことができない。『ビートル』を倒すことで、それぞれ後ろに設置されているダメージパネルが消滅するぞ。
QE_MULTI_CADAQUEST_04	攻略のヒント：『ビートル』はマップの奥にいる『マンドラゴラ』を射程1マスから攻撃し、リアクションを発動させない限り倒すことができない。『ビートル』を倒すことで、それぞれ後ろに設置されているダメージパネルが消滅するぞ。
