CARD_001_FLAVOR	俺もああなりたいなあ
TS_REV_20180526_VISION_001_MESSAGE	リュート持ってるけど練習中です！<br>注目されずバレてない内に<br>上手くなりたいなぁ…
TS_REV_20180526_VISION_002_MESSAGE	アイドルに熱狂的な諜報員って<br>怖いかい？ふっ、薔薇をあげるから<br>黙っていておくれ！
TS_REV_20180526_VISION_003_MESSAGE	帽子が本体…みたいなもの！<br>だから高値で売ってくれって<br>言われても売りません！
TS_REV_20180526_VISION_004_MESSAGE	タガタメを代表するキャラは私！<br>でも最近はカノンに<br>その座を脅かされてます…
TS_REV_20180526_VISION_005_MESSAGE	ふんどしって実は予定になかったのだ。<br>急にな…決まったのだ…
TS_REV_20180526_VISION_006_MESSAGE	全状態異常を防げて、<br>全状態異常撒けるのは僕だけ！<br>これが僕の誇るアビリティだよ！
TS_REV_20180526_VISION_007_MESSAGE	メンデルスゾーンって名前、<br>長すぎるよね？？？
TS_REV_20180526_VISION_008_MESSAGE	育てるの道のりが長い？<br>いいじゃないか、<br>気長につきあってくれよ～！
TS_REV_20180526_VISION_009_MESSAGE	性格的に諜報部員向きじゃないけど、<br>目立たないって意味では<br>向いてたみたいだ
TS_REV_20180526_VISION_010_MESSAGE	私、開眼したら育成してくれますか？
TS_REV_20180526_VISION_011_MESSAGE	精霊の加護事件では<br>迷惑をかけたが、俺は被害者なんだ。<br>某Dのせいなんだ
TS_REV_20180526_VISION_012_MESSAGE	幻獣の力を持つ家系って<br>平凡な家系じゃないと、<br>あとで気付いただと…
TS_REV_20180526_VISION_013_MESSAGE	高難易度クエストで<br>全体への状態異常が出てくるように<br>なってから忙しくなったのよね～
TS_REV_20180526_VISION_014_MESSAGE	イケメンガチャメンバーは<br>みんな強いけど、センターの私にも<br>そろそろ…もう６月か…
TS_REV_20180526_VISION_015_MESSAGE	エンチャントできたら<br>料理もできるようになる<br>気がするのだが…
TS_REV_20180526_VISION_016_MESSAGE	可愛いは正義！<br>胸の大きさも正義！
TS_REV_20180526_VISION_017_MESSAGE	ビジョン武具は<br>某ロードマスターに奪われました
TS_REV_20180526_VISION_018_MESSAGE	あ、あたしの本体は<br>帽子じゃないからね？<br>下の箱でもないからね？？
TS_REV_20180526_VISION_019_MESSAGE	別にお姉様の<br>ス○ーカーじゃないですし！<br>愛ですよ、愛！！
TS_REV_20180526_VISION_020_MESSAGE	実は私も<br>獅子の二つ名あるんだけどなぁ<br>知られてないかなぁ
TS_REV_20180526_VISION_021_MESSAGE	瞬間最大風速のために、<br>とりあえず身を削って戦う日常です。<br>つらみ
TS_REV_20180526_VISION_022_MESSAGE	私にエンチャントまだなのかな…
TS_REV_20180526_VISION_023_MESSAGE	“ダルニャン”って呼ばれすぎて、<br>運営にも普通に間違われるの<br>納得いかない！
TS_REV_20180526_VISION_024_MESSAGE	俺はブリッツ！<br>幻じゃなくてここにいるぞ！！<br>みんなゲットして！！
TS_REV_20180526_VISION_025_MESSAGE	右か左か、よく間違えます！<br>狙いと逆方向に飛んでいく人を<br>悲しく見守る毎日です。
TS_REV_20180526_VISION_026_MESSAGE	ヴェテルとの殴り合いの結果、<br>上方修正されるだけの<br>力を手に入れたんだ！
TS_REV_20180526_VISION_027_MESSAGE	アスクレピオス似？<br>うふふっ、何それ！<br>妙なこと言う口は縫いつけちゃうわよ！
TS_REV_20180526_VISION_028_MESSAGE	初の海賊だったのに、<br>黒くてごついふんどしの人に<br>立場を奪われました…
TS_REV_20180526_VISION_029_MESSAGE	これは別に下着じゃないから<br>恥ずかしくないぞ！！
TS_REV_20180526_VISION_030_MESSAGE	シャオチャオって呼ばれて怒る子に、<br>という強い意向で名前が決まったんだ…<br>敬えよ！
TS_REV_20180526_VISION_031_MESSAGE	私はフェイリンです…<br>『ピパの人』でも『酔いどれの人』でも<br>ありません…！
TS_REV_20180526_VISION_032_MESSAGE	鍛冶師なんだけど鍛冶師じゃない…<br>英○王でも断じてないです！
TS_REV_20180526_VISION_033_MESSAGE	貧乏暇なしだけど、弟子がいるんだぜ。<br>その秘密が明かされるかは…<br>声援次第だ！
TS_REV_20180526_VISION_034_MESSAGE	召喚師っていう設定じゃが、<br>ドラフトマッチじゃ風水師でブイブイ<br>いわしとるんじゃ！
TS_REV_20180526_VISION_035_MESSAGE	獅子王とオライオン…<br>“ライオン”が重なりすぎだろう…！
TS_REV_20180526_VISION_036_MESSAGE	初期実装★３だから、<br>凄い人だと思わなかったって？<br>最初から名乗ってたわよ？？
TS_REV_20180526_VISION_037_MESSAGE	アタシ風がこんなに大好きなのに、<br>よく風キャラにやられちゃうのよね…
TS_REV_20180526_VISION_038_MESSAGE	発明にのめりこんで、<br>環境の変化に出遅れた！<br>で、エンチャントって何！？
TS_REV_20180526_VISION_039_MESSAGE	飛空艇のことは言うな。<br>それよりこの娘（大砲）の魅力について<br>話そうぜ
TS_REV_20180526_VISION_040_MESSAGE	座ってるのは玩具。<br>たまに喋るのも玩具。<br>腹話術だと思われるとイタイよな
TS_REV_20180526_VISION_041_MESSAGE	カットインがよく怖いって<br>言われるけど、なんでなのかな？
TS_REV_20180526_VISION_042_MESSAGE	こう見えて<br>結婚を夢見る乙女なんだぜ…
TS_REV_20180526_VISION_043_MESSAGE	マスクマスク言う人は<br>画集を見てみるといいわ…<br>あなたの望むものがあるはず
TS_REV_20180526_VISION_044_MESSAGE	わたしは父を捜しているの！<br>ほんと…出る予定あると思う…？
TS_REV_20180526_VISION_045_MESSAGE	あのエロジジイ、昔は結構モテた<br>からってイケメンガチャに入って…<br>どうなってんだ！？
TS_REV_20180526_VISION_046_MESSAGE	私が片付けるよりも早く<br>ヴィンセントさんが散らかすので、<br>追加人員を検討しています
TS_REV_20180526_VISION_047_MESSAGE	チーズドッグはリアルに<br>実装されたのにアタシの強化とか<br>そっちは…チーズドッグ優先？
TS_REV_20180526_VISION_048_MESSAGE	機甲演武でのアタシの活躍お楽しみに！<br>そのうち試合やるから！<br>その予定だから！
TS_REV_20180526_VISION_049_MESSAGE	なんとかえもんでも、<br>なんとか3世でもない。<br>その正体は、ひ・み・つ
TS_REV_20180526_VISION_050_MESSAGE	ジャ～スティス！<br>…決して時事ネタなんかではない！
TS_REV_20180526_VISION_051_MESSAGE	シャノワールの仕事を補佐する役目<br>なんですが、相性が悪いので同時出撃<br>はしません
TS_REV_20180526_VISION_052_MESSAGE	テラニグル。<br>…そう、私の内なる闇が囁いた
TS_REV_20180526_VISION_053_MESSAGE	もうすぐ私の出番予定もありますし、<br>どうですか…ヴァルキリーの<br>エンチャントとか！？
TS_REV_20180526_VISION_054_MESSAGE	巷にはわたしの名前を叫ぶ魔人が<br>いるそうで…もう少し<br>引きこもっていようと思います
TS_REV_20180526_VISION_055_MESSAGE	ゾフィー、むずかしい！<br>セリフ！　大変？　できた？<br>きゃはははは！
TS_REV_20180526_VISION_056_MESSAGE	ペレスがどんな人か<br>気になるでしょう？<br>わたしも早く顔を見たいのよね…
TS_REV_20180526_VISION_057_MESSAGE	みんな私のことゲットして<br>くれましたか…？<br>私は闘技場にいますよ…？
TS_REV_20180526_VISION_058_MESSAGE	自由人だが仕事はしてる！<br>ただのニートとは一味違う
TS_REV_20180526_VISION_059_MESSAGE	ログインボーナスで踊り子<br>やってたの！　昔々の話だけどね～
TS_REV_20180526_VISION_060_MESSAGE	10連ガチャで良く見かける<br>女の子みたいな男の子はボクです
TS_REV_20180526_VISION_061_MESSAGE	好きなギャンブルは敵に状態異常を<br>かけること。ジャックポ～～ット！
TS_REV_20180526_VISION_062_MESSAGE	俺が刃物持ってるジョブがなくて<br>吃驚しただろう。俺もだ
TS_REV_20180526_VISION_063_MESSAGE	私のこと知ってる？　ほんとに？<br>開眼してくれた人いる？<br>嘘はなしだよ？
TS_REV_20180526_VISION_064_MESSAGE	ランプの魔人はね、速いほど強い<br>から偉いって決まってるんだから！
TS_REV_20180526_VISION_065_MESSAGE	ふふふ…復刻して新たなシナリオ<br>ついたのオレくらいだよ！！<br>恵まれてる！！　たぶん
TS_REV_20180526_VISION_066_MESSAGE	死んだ仲間の鎖を足に巻くの、<br>動きにくくなって危険ではって<br>説があるらしいな…？
TS_REV_20180526_VISION_067_MESSAGE	（※到着次第、<br>ここにライルの主張が入ります）
TS_REV_20180526_VISION_068_MESSAGE	筆が勝手に走りすぎて、<br>たびたび腱鞘炎になります
TS_REV_20180526_VISION_069_MESSAGE	“太陽の継承者”って名乗ってるけど、<br>太陽に関係してる他の面々が<br>有名人すぎないか？
