IT_US_FATE_TAIYAKI_EXPR	Casts Quicken status on user for three turns.
IT_US_2017NOV_ARTIFACT_PIECE_TICKET_EXPR	Use this ticket to summon one Gear Shard available from the November Gear Projection Hard Quest.
IT_US_2017DEC_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018JAN_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018FEB_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018MAR_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018APR_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018MAY_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018JUNE_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018JULY_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018AUG_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_2018SEP_ARTIFACT_PIECE_TICKET_EXPR	 
IT_US_FA_PICKUP_20PERTICKET_EXPR	Use this ticket for a 20% chance to summon one FMA collab unit.
IT_US_2017NOV_COLLABO_TICKET02_EXPR	Use this ticket to summon one guaranteed Fullmetal Alchemist collab unit.
IT_SI_FA_SOUL25_TICKET_EXPR	Use this ticket to summon 25 Soul Shards for one FMA collab unit (Edward, Roy Mustang, Riza Hawkeye, King Bradley, Pride, Alphonse, Envy) of your choice.
IT_US_FA_SOULTICKET_10_EXPR	Use this ticket to summon 10 Soul Shards for one FMA collab unit.
IT_US_2017NOV_PICKUP_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being a featured unit.
IT_SA_S34_BUGU_TICKET15_EXPR	Use this ticket to summon one 3★ or 4★ piece of gear of your choice. (Gear available from Gear Summon and released on or before 11/1 only. Includes limited-time gear [Crowley Sword and Dirk of Projection], but does not include "Dragon-God Battledress," "War-God Necklace," "Black Flame Ring," or collab gear.)
IT_SET_2017_BUGU_TICKET15_EXPR	Use this ticket to summon one 3★ or 4★ piece of gear of your choice. (Gear available from Gear Summon and released on or before 11/1 only. Includes limited-time gear [Crowley Sword and Dirk of Projection], but does not include "Dragon-God Battledress," "War-God Necklace," "Black Flame Ring," or collab gear.)
IT_SU_FA_TICKET_02_EXPR	Use this ticket to summon one FMA collab unit (Edward, Roy Mustang, Riza Hawkeye, King Bradley, Pride) of your choice.
IT_US_2017NOV_COLLABO_SOULTICKET_50_EXPR	Use this ticket to summon 50 Soul Shards for one Phantom of the Kill unit.
IT_US_2017NOV_COLLABO_TICKET03_EXPR	Use this ticket to summon one guaranteed Phantom of the Kill unit.
IT_US_SEISEKI_SOULTICKET_150_EXPR	 
IT_US_2017DEC_PICKUP_SOULTICKET_25_EXPR	Use this ticket to summon 25 Soul Shards for one featured unit.
IT_US_2017DEC_PICKUP_SOULTICKET_50_EXPR	Use this ticket to summon 50 Soul Shards for one featured unit.
IT_US_2017DEC_PICKUP_TICKET_EXPR	Use this ticket to summon one guaranteed featured unit.
IT_SA_S4_BUGU_TICKET15_EXPR	Use this ticket to summon one 4★ piece of gear.
IT_SU_2017DEC_TICKET_EXPR	 
IT_US_2017NOV_COLLABO_TICKET04_EXPR	Use this ticket to summon one guaranteed Phantom of the Kill unit.
IT_US_2017DEC_COLLABO_20PERTICKET_EXPR	 
IT_US_2017DEC_COLLABO_20PERTICKET02_EXPR	 
IT_SU_SEISEKI06_TICKET_EXPR	 
IT_US_2017DEC_SEISEKI_20PERTICKET_EXPR	 
IT_US_2017DEC_SEISEKI_20PERTICKET02_EXPR	 
IT_US_2017DEC_PICKUP_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being a featured unit.
IT_US_FF15_PICKUP_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being a FFXV collaboration unit.
IT_US_2018JAN_SEISEKI_TICKET_EXPR	Use this ticket to summon one Sacred Stone Memories unit.
IT_US_2018JAN_PICKUP_SOULTICKET_25_EXPR	Use this ticket to summon 25 Soul Shards for one featured unit.
IT_US_2018JAN_PICKUP_SOULTICKET_50_EXPR	Use this ticket to summon 50 Soul Shards for one featured unit.
IT_US_2018JAN_PICKUP_TICKET_EXPR	Use this ticket to summon one guaranteed featured unit.
IT_US_FF15_SOULTICKET_25_02_EXPR	Use this ticket to summon 25 Soul Shards for one FFXV Collab unit.
IT_US_FF15_SOULTICKET_50_02_EXPR	Use this ticket to summon 50 Soul Shards for one FFXV Collab unit.
IT_US_2018JAN_COLLABO_TICKET04_EXPR	 
IT_SA_S4_BUGU_TICKET16_EXPR	Use this ticket to summon one 4★ piece of gear.
IT_SU_2018JAN_TICKET_EXPR	 
IT_SU_FF15_TICKET02_EXPR	Use this ticket to summon one FFXV collab unit of your choice. (Cor, Iris, Regis, Noctis, Aranea, Ignis, Gladiolus)
IT_US_FF15_PICKUP_TICKET02_EXPR	Use this ticket to summon one rare unit from a fixed pool of units including featured ones from FFXV.
IT_US_FF15_PICKUP_10PERTICKET02_EXPR	Use this ticket to summon a unit with a 10% chance of it being a FINAL FANTASY XV collaboration unit.
IT_US_SOULTICKET_25_03_EXPR	 
IT_US_SOULTICKET_50_02_EXPR	 
IT_US_FF15_ARTIFACT_TICKET_EXPR	Use this ticket to summon one piece of FFXV gear of your choice. (Camera, Absorb Shield, Moogle Charm, Ultima Blade)
IT_SI_ENCHANT_JOBITEM_TICKET03_EXPR	 
IT_US_2018JAN_20PERTICKET_EXPR	 
IT_US_FF15_PICKUP_20PERTICKET02_EXPR	Use this ticket to summon a unit with a 20% chance of it being a FINAL FANTASY XV collaboration unit. (Regis/Ignis/Cor)
IT_US_NEWYEARSCARD_2018_01_EXPR	 
IT_SA_NEWYEARS_BUGU_TICKET_2018_01_EXPR	 
IT_US_2018DIS_COLLABO_Concept_TICKET01_EXPR	 
IT_US_2018_FIONA_Concept_TICKET01_EXPR	 
IT_US_FgG_SOULTICKET_25_EXPR	 
IT_US_FgG_SOULTICKET_50_EXPR	 
IT_US_2018JAN_PICKUP_TICKET02_EXPR	Use this ticket to summon one guaranteed featured unit.
IT_SA_S4_BUGU_TICKET17_EXPR	Use this ticket to summon one 4★ piece of gear.
IT_SU_2018JAN_TICKET02_EXPR	 
IT_SI_ENCHANT_JOBITEM_TICKET04_EXPR	 
IT_US_ENCHANT_RARE5_TICKET_EXPR	 
IT_SI_FFXV_SOUL25_TICKET_EXPR	Use this ticket to summon 25 Soul Shards for one FFXV collab unit of your choice. (Cor, Iris, Regis, Noctis, Aranea, Ignis, Gladiolus.)
IT_SI_EQ_SOUL_ENCHANT_TICKET_03_EXPR	 
IT_US_2018JAN_3TITTLECOLLABO_TICKET01_EXPR	Use this ticket to summon one FgG collab unit of your choice.
IT_US_LETTER_TICKET01_EXPR	 
IT_US_LETTER_TICKET02_EXPR	 
IT_US_LETTER_TICKET03_EXPR	 
IT_US_LETTER_TICKET04_EXPR	 
IT_US_LETTER_TICKET05_EXPR	 
IT_US_LETTER_TICKET06_EXPR	 
IT_US_LETTER_TICKET07_EXPR	 
IT_US_LETTER_TICKET08_EXPR	 
IT_US_TS_EXP_10TICKET_EXPR	 
IT_US_TS_EXP_TICKET_EXPR	 
IT_US_2018VALENTINE_TICKET01_EXPR	 
IT_US_SOULTICKET_25_04_EXPR	 
IT_US_SOULTICKET_50_03_EXPR	 
IT_US_2018FEB_PICKUP_TICKET_EXPR	Use this ticket to summon one guaranteed featured unit.
IT_US_DIS_SOULTICKET_25_EXPR	
IT_US_DIS_SOULTICKET_50_EXPR	
IT_SU_2018FEB_TICKET_EXPR	 
IT_SI_ENCHANT_JOBITEM_TICKET05_EXPR	 
IT_SU_DIS_TICKET03_EXPR	Use this ticket to summon one Disgaea Collab unit (Laharl, Etna, Rosa, Almira, Killia, Seraphina, Red Magnus, or Rin) of your choice.
IT_US_BABEL_RARE5_TICKET01_EXPR	 
IT_US_SOULTICKET_25_05_EXPR	 
IT_US_SOULTICKET_50_04_EXPR	 
IT_US_2018MAR_PICKUP_TICKET_EXPR	Use this ticket to summon one guaranteed featured unit.
IT_SU_2018MAR_TICKET_EXPR	 
IT_US_TS_VISION_TICKET_EXPR	 
IT_US_TS_EXP_03_TICKET_EXPR	 
IT_US_2018MAR_PICKUP_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being a featured unit.
IT_SI_COUNTRY_PROOF_TICKET_50_EXPR	 
IT_STS_RARE4_TICKET_EXPR	 
IT_US_2018MAR_PICKUP_20PERTICKET02_EXPR	Use this ticket to summon a unit with a 20% chance of it being a featured unit.
IT_US_GODDESS01_10TICKET_10_EXPR	 
IT_US_GODDESS02_10TICKET_10_EXPR	 
IT_US_GOLEM02_10TICKET_10_EXPR	 
IT_US_GOLEM03_10TICKET_10_EXPR	 
IT_US_ARUKEMY03-04_10TICKET_10_EXPR	 
IT_US_EVM_10TICKET_EXPR	 
IT_SI_STB_TICKET_50_EXPR	 
IT_SI_COUNTRY_PROOF_TICKET02_50_EXPR	 
IT_US_SOULTICKET_25_06_EXPR	 
IT_US_SOULTICKET_50_05_EXPR	 
IT_US_2018APR_PICKUP_TICKET_EXPR	Use this ticket to summon one guaranteed featured unit.
IT_US_BABEL_RARE5_TICKET02_EXPR	 
IT_US_POK_TICKET_EXPR	Use this ticket to summon one guaranteed Phantom of the Kill unit.
IT_US_POK_TICKET_FLAVOR	Does not include Tyrfing (Dark Killers) and Laevateinn (Dark Killers).
IT_SA_S4_BUGU_TICKET18_EXPR	Use this ticket to summon one 4★ piece of gear.
IT_SU_2018APR_TICKET02_EXPR	 
IT_US_2018APR_PICKUP_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being a featured unit.
IT_STS_RARE4_TICKET02_EXPR	 
IT_SI_COUNTRY_PROOF_TICKET03_50_EXPR	 
IT_US_POK_TICKET02_EXPR	Use this ticket to summon one guaranteed Phantom of the Kill unit.
IT_US_FgG_SOULTICKET_25_02_EXPR	 
IT_US_FgG_SOULTICKET_50_02_EXPR	 
IT_US_FgG_TICKET_EXPR	Use this ticket to summon one FgG collab unit of your choice.
IT_SU_FgG_TICKET_EXPR	 
IT_US_TS_EXP_TICKET02_EXPR	 
IT_US_TS_EXP_04_TICKET_EXPR	 
IT_TRUMP_01_EXPR	 
IT_TRUMP_01_FLAVOR	 
IT_TRUMP_02_EXPR	 
IT_TRUMP_02_FLAVOR	 
IT_TRUMP_03_EXPR	 
IT_TRUMP_03_FLAVOR	 
IT_TRUMP_04_EXPR	 
IT_TRUMP_04_FLAVOR	 
IT_US_RARE5_AF_TICKET_EXPR	 
IT_US_TS_KOBE_SUMMIT_TICKET_EXPR	 
IT_SI_COUNTRY_PROOF_TICKET04_50_EXPR	 
IT_US_2018JUNE_PICKUP_SOULTICKET_25_EXPR	Use this ticket to summon 25 Soul Shards for one featured unit.
IT_US_2018JUNE_PICKUP_SOULTICKET_50_EXPR	Use this ticket to summon 50 Soul Shards for one featured unit.
IT_US_2018JUNE_PICKUP_TICKET_EXPR	Use this ticket to summon one guaranteed featured unit.
IT_SU_2018JUNE_TICKET_EXPR	 
IT_US_BABEL_RARE5_TICKET03_EXPR	 
IT_STS_PICKUP_TICKET_EXPR	 
IT_US_WEDDING_TICKET_25_EXPR	 
IT_US_WEDDING_TICKET_25_FLAVOR	 
IT_US_BABEL_RARE5_TICKET04_EXPR	 
IT_US_2018JUNE_PICKUP_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being a featured unit.
IT_SI_ENCHANT_JOBITEM_TICKET08_EXPR	 
IT_SI_2018JULY_SOULTICKET_25_EXPR	 
IT_SI_2018JULY_SOULTICKET_25_FLAVOR	 
IT_SI_2018JULY_SOULTICKET_50_EXPR	 
IT_SI_2018JULY_SOULTICKET_50_FLAVOR	 
IT_SI_2018JULY_SOULTICKET_75_EXPR	 
IT_SI_2018JULY_SOULTICKET_75_FLAVOR	 
IT_US_CP_TICKET_EXPR	 
IT_SI_BABEL_WADA_20180630_PI_TICKET_EXPR	 
IT_SI_BABEL_WADA_20180630_PI_TICKET_FLAVOR	 
IT_SI_COUNTRY_PROOF_TICKET05_50_EXPR	 
IT_SI_2018JULY_SOULTICKET_25_02_EXPR	 
IT_SI_2018JULY_SOULTICKET_25_02_FLAVOR	 
IT_SI_2018JULY_SOULTICKET_50_02_EXPR	 
IT_SI_2018JULY_SOULTICKET_50_02_FLAVOR	 
IT_SI_2018JULY_SOULTICKET_75_02_EXPR	 
IT_SI_2018JULY_SOULTICKET_75_02_FLAVOR	 
IT_STS_TICKET_EXPR	 
IT_US_CP_TICKET_02_EXPR	 
IT_US_SQ_TICKET_EXPR	Use this ticket to summon one guaranteed Etrian Odyssey collab unit.
IT_US_SQ_TICKET_FLAVOR	 
IT_US_2018AUG_SEISEKI_TICKET_EXPR	Use this ticket to summon one Sacred Stone Memories unit.
IT_US_2018AUG_SEISEKI_TICKET_FLAVOR	 
IT_SA_S4_BUGU_TICKET19_EXPR	Use this ticket to summon one 4★ piece of gear.
IT_STS_PICKUP_TICKET02_EXPR	 
IT_STS_PICKUP_TICKET02_FLAVOR	 
IT_SI_COUNTRY_PROOF_TICKET06_50_EXPR	 
IT_SU_HISHARMU_TICKET_EXPR	 
IT_SA_S4_BUGU_TICKET20_EXPR	Use this ticket to summon one 4★ piece of gear.
IT_STS_PICKUP_TICKET03_EXPR	 
IT_STS_PICKUP_TICKET03_FLAVOR	 
IT_US_AOT_SOULTICKET_EXPR	 
IT_US_AOT_SOULTICKET_FLAVOR	 
IT_SI_AOT_SOULTICKET_PI_TICKET_25_EXPR	 
IT_SI_AOT_SOULTICKET_PI_TICKET_25_FLAVOR	 
IT_SU_SWIM_20180816_TICKET_EXPR	 
IT_STS_RARE4_TICKET03_EXPR	 
IT_STS_PICKUP_TICKET04_EXPR	 
IT_STS_PICKUP_TICKET04_FLAVOR	 
IT_US_CP_TICKET03_EXPR	 
IT_US_CP_TICKET04_EXPR	 
IT_STS_TICKET02_EXPR	 
IT_STS_TICKET02_FLAVOR	 
IT_EQ_HP_CAP_EXPR	HP +16
IT_EQ_HP_CAP_FLAVOR	Thick hats such as this are worn by both adventurers and regular civilians, male and female, young and old. It may not be much to look at, but is very well-made, and offers lasting durability that will stand up to even the harshest of environments. A popular item in a range of different regions.
IT_EQ_HP_PILOTHAT_EXPR	HP +24
IT_EQ_HP_PILOTHAT_FLAVOR	Hats of this sort were originally worn by pilots, but won popularity among adventurers for their warmth and durability. The attached goggles also provide a certain level of protection for the face, without obstructing the wearer's field of vision.
IT_EQ_HP_JACKET_EXPR	HP +32
IT_EQ_HP_JACKET_FLAVOR	Jackets like this are often worn by adventurers. Despite its rigid appearance, it has in fact been designed to allow for ease of movement of the arms. Not only is it both light and durable, it has been lined with protective charms that boost the wearer's stamina.
IT_EQ_HP_COAT_EXPR	HP +40
IT_EQ_HP_COAT_FLAVOR	Coats of this type were once considered a sign of nobility. This modern version has been designed with adventurers firmly in mind, and what appear to be mere ornamentations in fact serve to help maintain the wearer's stamina during long and arduous journeys.
IT_EQ_HP_FURCOAT_EXPR	HP +48
IT_EQ_HP_FURCOAT_FLAVOR	This coat is trimmed with the fur of a holy beast that magically repels all dirt and grime. Its fine, soft texture makes it comfortable against the skin of the discerning adventurer, and it also provides excellent defensive capabilities. A truly first-class item: made from luxury materials, and with a level of artisanship to match.
IT_EQ_HP_EARRING_EXPR	HP +16, PATK +6
IT_EQ_HP_EARRING_FLAVOR	These earrings are set with jade-green gemstones. Their small size is designed to avoid them catching on hair or clothing during battle. A popular item among long-haired adventurers and those who like to be as lightly dressed as possible.
IT_EQ_HP_CIRCLET_EXPR	HP +24, PATK +9, MATK +6
IT_EQ_HP_CIRCLET_FLAVOR	This beautiful circlet has been crafted from an ore that flows with magical energy. As well as raising the wearer's powers of sorcery, it also boosts physical strength. The stone at its center contains Alchemia, and is said to grant a blessing upon those with low stamina.
IT_EQ_HP_BUTTERFLY_EXPR	HP +32, PATK +12, MATK +9, Water Res +1
IT_EQ_HP_BUTTERFLY_FLAVOR	This charm is adorned with a red butterfly. It causes magical energy and strength to flow through the bearer. Inside it is a crystal, modeled after a Philosopher's Stone, that glows faintly when detecting water energy, making it possible to anticipate floods and other water-related disasters ahead of time
IT_EQ_HP_CUP_EXPR	HP +40, PATK +16, MATK +12, Thunder Res +1, Stun Res +7
IT_EQ_HP_CUP_FLAVOR	This golden cup is thought to have once been used to toast and celebrate a legendary hero renowned for both brain and brawn. Drinking from it is said to cause energy to surge through the body, endowing the drinker with a mighty strength akin to that of the hero.
IT_EQ_ATK_WOODENSWORD_EXPR	PATK +6
IT_EQ_ATK_WOODENSWORD_FLAVOR	Wooden swords such as this are used by knights-in-training and the like. Although intended for training purposes, it possesses the same weight as an iron blade, and as such can still inflict considerable injury. The first weapon that any prospective swordsman must master.
IT_EQ_ATK_MACE_EXPR	PATK +9
IT_EQ_ATK_MACE_FLAVOR	A bludgeoning weapon. Its simple yet effective design, with the weight concentrated in the top end, means that just a simple swing will produce a powerful blow. To use it to its full potential, however, requires considerable training.
IT_EQ_ATK_SABER_EXPR	PATK +12
IT_EQ_ATK_SABER_FLAVOR	A single-edged sword with an extremely keen blade. Modeled after the swords of Wadatsumi, its light-weight design makes it a favorite among adventurers who are inexperienced with weapons. It is also pleasing to the eye, with an intricate lion design adorning its guard.
IT_EQ_ATK_LANCE_EXPR	PATK +16
IT_EQ_ATK_LANCE_FLAVOR	This exquisite lance was clearly a labor of love by its maker. It is relatively long, in order to allow for use on horseback as well as on foot. It is said to bring great glory to its wielder, and others of its kind were supposedly used to fell many a commander in battles long past. Naturally a very popular item.
IT_EQ_ATK_SWORD_EXPR	PATK +20
IT_EQ_ATK_SWORD_FLAVOR	This greatsword is adorned with a golden lion pommel. Its blade glows with a magnificent hue, and when held up to the sky it is said to inspire one's comrades and even draw gasps of wonder from one's foes. Despite having seen countless battlefields, its glorious glow remains unfading.
IT_EQ_ATK_KNIFE_EXPR	PATK +9, MATK +6
IT_EQ_ATK_KNIFE_FLAVOR	This carving knife is said to be able to cut through even the gigantic bones of an ogre. Its blade is quite thick, and for a relatively small weapon it is definitely on the heavy side. A simple swing can carve through many things with ease.
IT_EQ_ATK_MORNINGSTAR_EXPR	PATK +12, MATK +9, CRIT +6
IT_EQ_ATK_MORNINGSTAR_FLAVOR	This bludgeoning weapon is a variation on a mace, featuring two iron balls attached to its end by chains. It packs considerable destructive power, and perhaps because of its relation to the mace, it also slightly enhances the bearer's magical energy.
IT_EQ_ATK_AX_EXPR	PATK +16, MATK +12, CRIT +9, Fire Res +1
IT_EQ_ATK_AX_FLAVOR	This double-bladed axe was made to be used with one hand, but its weight means that doing so requires considerable strength and skill. The skull in its center gives the weapon a somewhat sinister appearance, but it was in fact originally designed to ward off evil.
IT_EQ_ATK_SPEAR_EXPR	PATK +20, MATK +16, CRIT +12, Fire Res +1, Poison Res +7
IT_EQ_ATK_SPEAR_FLAVOR	A halberd with a dragon wrapped around the length of it. As well as brute attack power, it also grants a boost to the wielder's magical energy, and the dragon's protection is said to grant increased resistance against fire and poison. Designed for use by expert halberdiers.
IT_EQ_DEF_VEST_EXPR	PDEF +5
IT_EQ_DEF_VEST_FLAVOR	Vests of this sort are often worn by villagers, but their durability and low cost mean they are also popular with novice adventurers. Some shops apparently offer a wide range of different colors.
IT_EQ_DEF_MANTLE_EXPR	PDEF +7
IT_EQ_DEF_MANTLE_FLAVOR	This long cape is a very versatile item, and an essential for any journey. Made from tanned leather, it offers good protection against wind and rain, as well as basic protection against the cold. If pulled up to the face it will also provide some degree of defense against harsh desert sands.
IT_EQ_DEF_SHELM_EXPR	PDEF +10
IT_EQ_DEF_SHELM_FLAVOR	This sturdy silver helm provides excellent cover for the eyes and neck. While such helms are often issued to soldiers for training purposes, they can most certainly stand up to actual combat use. Recommended for use by beginner to intermediate level soldiers.
IT_EQ_DEF_SHIELD_EXPR	PDEF +12
IT_EQ_DEF_SHIELD_FLAVOR	A shield emblazoned with a roaring lion motif. Its size means that it provides a wide defense area, and it is said to be so strong that it can withstand a hundred sword blows without sustaining a single nick. When used by veteran warriors, it is said to grant even greater success in battle.
IT_EQ_DEF_ARMOR_EXPR	PDEF +15
IT_EQ_DEF_ARMOR_FLAVOR	Combines a magnificent, imperial cape with a sturdy metal armor section that protects the torso. The metal part is double-layered, and was mixed with an ore containing Alchemia during the forging process, making it exceptionally strong.
IT_EQ_DEF_BANGLE_EXPR	PDEF +5, MDEF +5
IT_EQ_DEF_BANGLE_FLAVOR	A simple copper bangle. Its low price and unassuming appearance make it an easy choice for anyone, regardless of gender, who is in the market for a piece of jewelry. It is also a useful item for adventurers to pick up, as it provides modest magical and physical defensive powers.
IT_EQ_DEF_TURBAN_EXPR	PDEF +7, MDEF +7, HP +16
IT_EQ_DEF_TURBAN_FLAVOR	This thick turban is adorned with decorative feathers that signify prayers for a safe journey. Despite being made from cloth, it boasts impressive defensive qualities. What's more, it keeps the head warm in cold climates and cool in hot ones!
