IT_US_FATE_TAIYAKI_EXPR	3回合內，帶有加速效果
IT_LETTER_160_CANO_FLAVOR	2周年恭喜啦！總覺得時光飛逝呢！我會不斷努力不輸給扎因大人和卡達諾巴團長的！啊，當然也不會輸給笨蛋神樂啦?
IT_LETTER_164_MONZ_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_164_MONZ_FLAVOR	別因為是2周年就輕浮大意啊！騎士道是為了任何時候都能戰鬥的！但是，感謝和禮節也是騎士道所必須的，感謝了！
IT_LETTER_165_ZAYI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_165_ZAYI_FLAVOR	2年裡，大家都跟著作為領主騎士的我，真心感到榮幸。今後我也想成為新的領主騎士的助力。今天先忘記戰鬥，慶祝2周年吧！
IT_LETTER_33_AMIS_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_33_AMIS_FLAVOR	嘻嘻，相遇以來居然2年了呢。和你在一起，總覺得能夠一直往高處發展呢。未來就看我和你啦。以後也拜託了！
IT_LETTER_34_CHAL_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_34_CHAL_FLAVOR	2周年感謝！光陰似箭啊?和你相遇真是有許多開心的事情呢！以後也一起享受刺激的事情哈？
IT_LETTER_35_SARA_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_35_SARA_FLAVOR	聽說是個大日子，為了好好的慶祝一番，我特製了一個玩偶匣！不用客氣，你打開看看嘛？沒事的，這次不會爆炸哈！我一定會成功的！也許吧。
IT_LETTER_36_MEGI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_36_MEGI_FLAVOR	2周年恭喜了！對對，暫時不要靠近我比較安全哦。我和女朋友在準備發射禮炮呢。看著我們最棒的禮炮吧！
IT_LETTER_37_RICH_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_37_RICH_FLAVOR	已經2年了嗎，好快啊。雖然麻煩的事情很多，但是我的店裡也推出了好玩的玩具，你也來露露臉啊。這個時候客人越多越好啊！
IT_LETTER_38_REGE_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_38_REGE_FLAVOR	我的計時器告訴了我2周年的到來。真是美好的瞬間呢。好久沒有吃過能量棒之外的東西啦。有什麼推薦的就告訴我？
IT_LETTER_39_VELO_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_39_VELO_FLAVOR	嗨！2周年快樂啊！在這種日子我才有幹勁呢。對了，作為慶祝去鳴鐘吧。你在近距離聽聽鐘聲如何？
IT_LETTER_40_ALBE_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_40_ALBE_FLAVOR	2周年啦。雖然很麻煩，這次的慶祝還是做點喜歡的東西給你吧。就這次特殊哦。
IT_LETTER_41_KURA_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_41_KURA_FLAVOR	２周年？你一個人自己慶祝去吧。開玩笑啦，這個時候我也會一起的。恭·喜·啦！這樣就好了吧？
IT_LETTER_42_VINC_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_42_VINC_FLAVOR	如何，我所發明的這個『全自動周年禮炮裝置』。每年啟動一次，自動將禮炮打出去。你說錯過了怎麼辦？那只能等明年咯！
IT_LETTER_43_KYAR_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_43_KYAR_FLAVOR	我準備了很好吃的料理，所以要一起慶祝哦。在這之前你要先打掃衛生，然後把醉心研究的布因聖特給拉出來！
IT_LETTER_44_HAZE_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_44_HAZE_FLAVOR	２周年…真是很榮幸啊。有沒有２周年特製的乳酪熱狗呢。有的話一起去吃吧。一起去吃的時候，吃完之後，我都會保護你的。
IT_LETTER_45_DAIS_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_45_DAIS_FLAVOR	2周年快樂呀！為了和你一起慶祝我把世界上最棒的機器和鉸刀一起做出來了，等等我哦！鉸刀機器真的很棒啊，期待吧?
IT_LETTER_46_CHAT_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_46_CHAT_FLAVOR	2周年嗎。呵呵，真驚喜呢！對吧？說到慶祝日相應的東西，就是賈斯汀秘藏的茶點啊。因為是治安警備隊的東西覺得很可怕？吉祥物而已啦，吉祥物?
IT_LETTER_47_JUST_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_47_JUST_FLAVOR	各位，2周年好！我作為治安警備隊的一員，答應會守護大家的和平！這就是我的正義！誰要是看到怪盜夏諾威爾的話，要隨時聯繫我！
IT_LETTER_48_AISH_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_48_AISH_FLAVOR	要慶祝的話也要來找我哦?但是不能因為是2周年慶而放肆哦，接觸是禁止的！你來的話，就和我來賭一賭吧。試試運氣?
IT_LETTER_168_MIUN_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_168_MIUN_FLAVOR	2周年快樂！我還會不斷成長呢！為了你我也會成為厲害的鍛冶師的！賭上父親克·瑤極之名…?
IT_LETTER_49_TEON_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_49_TEON_FLAVOR	２周年，堂堂正正的祝你快樂！時光飛逝，我變強了嗎？3周年時我還要變的更強，可以的話還請陪我一起修煉！
IT_LETTER_50_NEIC_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_50_NEIC_FLAVOR	2周年恭喜了。好像在舉辦慶典呢，去看看嗎？我趁機在家裡睡覺…是做一個慶祝的飾品等你…！
IT_LETTER_51_ZOPH_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_51_ZOPH_FLAVOR	1年，2年。恭喜。謝謝？索菲，慶祝，什麼好呢？朋友？開心？索菲，開心！啊哈哈哈！哇哈哈哈哈！（代筆、幻影兵有志一同）
IT_LETTER_52_TETI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_52_TETI_FLAVOR	今天的海安靜的很美啊。說起來是2周年呢，恭喜了。之後和佩雷斯一起送上祝福哦。
IT_LETTER_53_LOTI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_53_LOTI_FLAVOR	2周年恭喜了。我準備了甜甜的蛋糕呢！但是，額，我試味道過頭了，就剩一點了。一起吃如何？抱歉了！
IT_LETTER_54_ARKI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_54_ARKI_FLAVOR	2周年？和你在一起的2年對我來說是無比珍貴的寶藏。以後我也會期待的哦？不管如何開心就是了！
IT_LETTER_55_ANJO_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_55_ANJO_FLAVOR	2周年了嘛！作為慶祝和我一起跳舞吧～?我和你會成為沙漠中起舞的兩朵花的。如何？很不錯吧？今年和明年都一起跳吧！
IT_LETTER_56_JAKE_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_56_JAKE_FLAVOR	2年來一直和我們度過謝謝了。我也稍微有點男子漢的樣子了嗎。既然是特別的日子，我就用心做了個飾品。可以的話你就收下吧…？
IT_LETTER_57_SUTO_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_57_SUTO_FLAVOR	2周年…難得的一天，今天幸運女神在我們這邊！現在就該賭博！幸運數字是2…決定了?今天也要豪賭一把！
IT_LETTER_58_LUCA_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_58_LUCA_FLAVOR	紀念？我才沒興趣。因為慶祝高興過頭了就無法做個合格的擁兵了。這種事就和喜歡的人隨便喧鬧去吧。
IT_LETTER_59_CIEL_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_59_CIEL_FLAVOR	2周年恭喜啊！想要實現什麼心願呢？我雖然不是實現願望的精靈，但我會為了實現你的心願而努力的！
IT_LETTER_60_RAHU_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_60_RAHU_FLAVOR	恭賀2周年！我能前進至此也是多虧了你的聲援！以後也請看著大魔法師拉芙和神燈的活躍哦！
IT_LETTER_61_RETZ_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_61_RETZ_FLAVOR	2周年，太好了！我也少許成長為被認可的哥哥了嗎。好，為了讓路西亞更認可我這個哥哥，之後也要努力啊！
IT_LETTER_62_BALT_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_62_BALT_FLAVOR	是嗎，已經2年了。我只是稍微回憶起了點過去。現在不是回頭看的時候，為了夥伴我還得繼續前行。以後也不斷進步吧！
IT_LETTER_63_RYLE_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_63_RYLE_FLAVOR	是嗎，都已經2周年了。如果想開慶祝派對的話就找巴爾特來吧。我是計畫好在陽臺散漫渡過時間的。能睡的時候怎麼能不睡呢。結束了再叫我。
IT_LETTER_64_SHEH_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_64_SHEH_FLAVOR	恭喜2周年啊！我描繪了許多祝福的畫面，請一定來看看哦?以後你也能常來看我的作畫的話，我會很開心的！
IT_LETTER_65_RAME_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_65_RAME_FLAVOR	哼，2周年嗎？這種事交給我就好了！我作為太陽的繼承人，送給你神明的祝詞吧！懷著敬意接受就好了！
IT_LETTER_66_ASUW_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_66_ASUW_FLAVOR	２周年…。為了不給任務帶來麻煩，絕不能沉迷。但是，確實也該高興的迎接喜慶。好吧，我也稍微祝福下你吧。
IT_LETTER_67_HISH_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_67_HISH_FLAVOR	…２周年。哼…已經過了這麼久嗎…大地的鍊金似乎也在祝福這個時刻。今日的流動比往日更加清澈呢。
IT_LETTER_68_UZUM_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_68_UZUM_FLAVOR	時光，總是從開始流向未來。但是，大家能夠一起歡度2周年這個美好瞬間，我很高興。不可思議的是，我的內心感到了些許溫暖。
IT_LETTER_167_BASI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_167_BASI_FLAVOR	我來送祝福？總覺得自己不是那塊料啊。這樣寫的話不知道卡農大人會不會生氣呢。我還是適合在暗影處生存呢。
IT_LETTER_26_SHEN_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_26_SHEN_FLAVOR	恭賀2周年啊~！以後也要一起搜尋寶藏啊！好，為了第三年的未來前進吧！額，這個方向沒錯吧！？
IT_LETTER_27_MEIF_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_27_MEIF_FLAVOR	２周年？嘻嘻，和你交往已經這麼久了嗎。和你一起的時間，的確不壞呢。以後也要多鼓勵我啊！
IT_LETTER_28_CHAO_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_28_CHAO_FLAVOR	2周年了啊。作為不出世的奇才兼宵暗的麒麟兒的我，這種事與我無關。但是你無論如何都要的話，我就勉強祝福你下吧。
IT_LETTER_29_FEIR_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_29_FEIR_FLAVOR	現在是2周年，非常的恭喜哦。我做好了一首慶祝的曲子，一定要好好聽我的琵琶哦。作為慶祝，珍藏的老酒什麼的總有吧？
IT_LETTER_30_LUCL_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_30_LUCL_FLAVOR	2周年恭喜了！我已經想到了最新式的武器了。閃閃發光的又帥氣又強大！然後，為了長期陪伴的你，我會做出最適合你的武器的。期待吧！
IT_LETTER_31_WON_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_31_WON_FLAVOR	2周年真難得！祝賀了喲！在這種節日裡，我的“雜貨店”也盛大開業啦！PS：當然是收費的哈。
IT_LETTER_32_TSAN_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_32_TSAN_FLAVOR	你說2周年？慶祝下就能變強嗎？不，祝賀的話人一定很多。那其中也許有強者啊。我也來參加祝福活動吧！
IT_LETTER_73_ALMI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_73_ALMI_FLAVOR	2周年也就是說，會非常熱鬧咯！真棒啊！為了請客，我也要多多打獵呢！
IT_LETTER_74_ALEX_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_74_ALEX_FLAVOR	2周年了嗎。這是我作為祝福的一點心意，是可以讓人心情愉快的新藥哦。我雖然還沒試過。。
IT_LETTER_75_GATH_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_75_GATH_FLAVOR	啊！我本想寫信的卻睡著了。2周年了嗎。真是令人欣喜呢。大家都喝著酒一邊慶祝著嗎。作為慶祝演奏一曲吧。
IT_LETTER_76_MELI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_76_MELI_FLAVOR	恭喜2周年啦！小兔子告訴我馬上就要2周年啦。以後也要和大家和你一起遊戲哦。我，很幸福！
IT_LETTER_77_MERD_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_77_MERD_FLAVOR	今天會陪我喝酒吧？這種節日不喝的話何時才喝呢？一邊吃著野獸肉一邊喝酒最棒了。
IT_LETTER_78_MILI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_78_MILI_FLAVOR	慶祝就是請客吃很多東西吧。吃多少都可以嗎？那麼把露菲亞也叫來一起喝吧！2周年真好呀，這也是你的力量嗎？
IT_LETTER_79_GORM_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_79_GORM_FLAVOR	雖然不知道具體的，總之是難得的日子嘛。那麼就只能盡情的喧鬧咯。美酒和食物，有多少拿多少來！
IT_LETTER_80_PERI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_80_PERI_FLAVOR	哼，2周年嗎。對我來說就是點小事。過節日這種喜悅的感情，我不太理解。但是，並不是說我不想一起慶祝哦！？
IT_LETTER_81_ARUB_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_81_ARUB_FLAVOR	恭喜你！和你在一起的冒險真是很愉快呢！琦琦和亞德爾都說你是最棒的了。對了，下次把琪魯魯也介紹給你吧，是個喜歡音樂的很棒的女孩子哦！
IT_LETTER_82_CHIR_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_82_CHIR_FLAVOR	恭賀2周年了！雖然還是會害怕，但是我會努力的！為了把我的詩歌傳遞給大家！對著阿爾巴之外的人，也能很好的歌唱！
IT_LETTER_83_THIL_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_83_THIL_FLAVOR	2周年嗎，好像很難得呢。斯拉佩洛也很興奮的樣子呢。這都是多虧了你的努力呢。以後也拜託啦！
IT_LETTER_84_YUTO_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_84_YUTO_FLAVOR	2周年真是讓人喜悅。一邊守護著森林的動物一邊迎來這個時刻。這都是多虧了和你相遇呢。謝謝，感激你。
IT_LETTER_85_OLGA_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_85_OLGA_FLAVOR	那邊的你！聽說今天是節日，是真的嗎？美食和難得一見的珍稀物品都有吧？不可能沒有吧？
IT_LETTER_86_ANNI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_86_ANNI_FLAVOR	哼，2周年了嗎！那就脫衣服吧。和我一起慶祝！不用在意。沒人會叫你在慶賀的時候穿衣服的！
IT_LETTER_87_TOMA_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_87_TOMA_FLAVOR	哇噢！２周年！恭喜恭喜！馮斯和利烏斯也祝你快樂呢。以後我們的事情也拜託你啦！（信封的末端有著動物的兩個足跡）
IT_LETTER_88_BIRG_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_88_BIRG_FLAVOR	２周年嗎。我雖然已經離開了部族，但是這樣一起慶祝還是可以接受的。還有，那些光著身子出來慶祝的人，還是要教教他們什麼是“禮儀”啊。
IT_LETTER_163_SEDA_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_163_SEDA_FLAVOR	2周年慶賀？繞彎子的祝詞太沒效率了，我就不必了。感謝你2年來一直陪伴著。以後我也會更有效率的前行的！
IT_LETTER_69_NASA_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_69_NASA_FLAVOR	為何高等精靈的我，要為你們人類祝賀啊。你們自己隨意吧。
IT_LETTER_70_INES_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_70_INES_FLAVOR	２周年？好啊，好啊！就是紀念２周年嘛？就是有很多開心的事情吧？和我經常參與的祭祀不一樣吧？真好啊！
IT_LETTER_71_TORI_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_71_TORI_FLAVOR	祝福嗎。只不過是過了些歲月而已有什麼好慶祝的，以前我是這樣想的。但是現在可以感受到和大家一起度過的喜悅。謝謝，以後也拜託了。
IT_LETTER_72_GUIL_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
IT_LETTER_72_GUIL_FLAVOR	慶典就是要在禮儀和秩序的前提下才能成立。要謹記熱鬧和無秩序是不一樣的。慶祝的心情能理解，但是擾亂秩序的話，就要覺悟吧！
IT_LETTER_159_CADA_EXPR	『為了誰的鍊金術師』2周年紀念！來自幻影們的信。
